Address,Date,Latitude,Longitude,NumMosquitos,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Species_CULEX SALINARIUS,Species_CULEX TARSALIS,Species_CULEX TERRITANS,most_recent_spray,WnvPresent,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Month,Year,Weather_hot_dry,Weather_normal
"7900 West Foster Avenue, Chicago, IL 60656, USA",2007-08-01,41.974,-87.825,6,0,1,0,0,0,0,3650,0,1,92,69,81,62,69,0,16,HZ,0.0,29.29,30.0,3.5,9,4.1,8,2007,1,0
"7900 West Foster Avenue, Chicago, IL 60656, USA",2007-08-01,41.974,-87.825,5,0,1,0,0,0,0,3650,1,1,92,69,81,62,69,0,16,HZ,0.0,29.29,30.0,3.5,9,4.1,8,2007,1,0
"7900 West Foster Avenue, Chicago, IL 60656, USA",2007-08-01,41.974,-87.825,2,0,0,1,0,0,0,3650,0,1,92,69,81,62,69,0,16,HZ,0.0,29.29,30.0,3.5,9,4.1,8,2007,1,0
"7900 West Foster Avenue, Chicago, IL 60656, USA",2007-08-01,41.974,-87.825,5,1,0,0,0,0,0,3650,0,1,92,69,81,62,69,0,16,HZ,0.0,29.29,30.0,3.5,9,4.1,8,2007,1,0
"7900 West Foster Avenue, Chicago, IL 60656, USA",2007-08-07,41.974,-87.825,12,0,1,0,0,0,0,3650,0,1,91,72,82,73,76,0,17,RA BR,1.31,29.06,29.76,6.2,25,9.0,8,2007,0,0
"7900 West Foster Avenue, Chicago, IL 60656, USA",2007-08-07,41.974,-87.825,1,0,0,1,0,0,0,3650,0,1,91,72,82,73,76,0,17,RA BR,1.31,29.06,29.76,6.2,25,9.0,8,2007,0,0
"7900 West Foster Avenue, Chicago, IL 60656, USA",2007-08-07,41.974,-87.825,26,1,0,0,0,0,0,3650,1,1,91,72,82,73,76,0,17,RA BR,1.31,29.06,29.76,6.2,25,9.0,8,2007,0,0
"7900 West Foster Avenue, Chicago, IL 60656, USA",2007-08-15,41.974,-87.825,25,0,1,0,0,0,0,3650,0,1,80,71,76,67,70,0,11,TSRA RA BR,0.23,29.17,29.89,3.4,7,5.8,8,2007,0,0
"7900 West Foster Avenue, Chicago, IL 60656, USA",2007-08-15,41.974,-87.825,2,0,0,1,0,0,0,3650,0,1,80,71,76,67,70,0,11,TSRA RA BR,0.23,29.17,29.89,3.4,7,5.8,8,2007,0,0
"7900 West Foster Avenue, Chicago, IL 60656, USA",2007-08-15,41.974,-87.825,11,1,0,0,0,0,0,3650,1,1,80,71,76,67,70,0,11,TSRA RA BR,0.23,29.17,29.89,3.4,7,5.8,8,2007,0,0
"7900 West Foster Avenue, Chicago, IL 60656, USA",2007-08-21,41.974,-87.825,5,0,1,0,0,0,0,3650,1,1,87,69,78,70,72,0,13,BR HZ,0.002,29.21,29.91,3.8,18,6.0,8,2007,0,0
"7900 West Foster Avenue, Chicago, IL 60656, USA",2007-08-21,41.974,-87.825,16,1,0,0,0,0,0,3650,0,1,87,69,78,70,72,0,13,BR HZ,0.002,29.21,29.91,3.8,18,6.0,8,2007,0,0
"7900 West Foster Avenue, Chicago, IL 60656, USA",2007-08-24,41.974,-87.825,2,1,0,0,0,0,0,3650,0,1,80,69,75,67,69,0,10,TSRA RA,0.24,29.11,29.82,5.8,25,7.1,8,2007,0,0
"7900 West Foster Avenue, Chicago, IL 60656, USA",2007-09-04,41.974,-87.825,2,1,0,0,0,0,0,3650,0,1,89,63,76,60,66,0,11, ,0.0,29.28,30.0,2.8,22,4.3,9,2007,0,1
"7900 West Foster Avenue, Chicago, IL 60656, USA",2007-09-12,41.974,-87.825,3,0,1,0,0,0,0,3650,0,1,67,46,57,42,49,8,0, ,0.0,29.4,30.12,1.8,3,5.6,9,2007,0,1
"7900 West Foster Avenue, Chicago, IL 60656, USA",2007-09-18,41.974,-87.825,3,1,0,0,0,0,0,3650,0,1,88,63,76,58,65,0,11, ,0.0,29.34,30.06,12.9,19,13.1,9,2007,0,1
"7900 West Foster Avenue, Chicago, IL 60656, USA",2007-09-24,41.974,-87.825,5,1,0,0,0,0,0,3650,0,1,90,68,79,63,68,0,14, ,0.0,29.27,29.99,11.4,19,11.9,9,2007,0,1
"7900 West Foster Avenue, Chicago, IL 60656, USA",2007-10-04,41.974,-87.825,1,0,1,0,0,0,0,3650,0,1,82,51,67,56,61,0,2,HZ,0.0,29.34,30.04,3.9,17,4.6,10,2007,1,0
"7900 West Foster Avenue, Chicago, IL 60656, USA",2007-10-04,41.974,-87.825,9,1,0,0,0,0,0,3650,0,1,82,51,67,56,61,0,2,HZ,0.0,29.34,30.04,3.9,17,4.6,10,2007,1,0
"2100 North Stave Street, Chicago, IL 60647, USA",2007-05-29,41.919,-87.694,1,0,1,0,0,0,0,3650,0,2,88,65,77,59,66,0,12,BR HZ,0.0,29.44,30.09,5.8,16,7.4,5,2007,0,0
"2100 North Stave Street, Chicago, IL 60647, USA",2007-06-05,41.919,-87.694,1,0,1,0,0,0,0,3650,0,2,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,2007,0,0
"2100 North Stave Street, Chicago, IL 60647, USA",2007-06-05,41.919,-87.694,1,0,0,1,0,0,0,3650,0,2,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,2007,0,0
"2100 North Stave Street, Chicago, IL 60647, USA",2007-06-26,41.919,-87.694,1,0,0,1,0,0,0,3650,0,2,91,73,82,69,72,0,17,BR HZ,0.002,29.45,30.09,7.3,21,8.1,6,2007,0,0
"2100 North Stave Street, Chicago, IL 60647, USA",2007-07-18,41.919,-87.694,1,0,1,0,0,0,0,3650,0,2,85,69,77,69,71,0,12,TS TSRA RA BR HZ VCTS,0.92,29.18,29.83,10.3,24,10.6,7,2007,0,0
"2100 North Stave Street, Chicago, IL 60647, USA",2007-08-01,41.919,-87.694,4,0,1,0,0,0,0,3650,0,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,8,2007,0,1
"2100 North Stave Street, Chicago, IL 60647, USA",2007-08-01,41.919,-87.694,1,0,1,0,0,0,0,3650,0,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,8,2007,0,1
"2100 North Stave Street, Chicago, IL 60647, USA",2007-08-01,41.919,-87.694,1,1,0,0,0,0,0,3650,0,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,8,2007,0,1
"2100 North Stave Street, Chicago, IL 60647, USA",2007-08-07,41.919,-87.694,1,0,1,0,0,0,0,3650,0,2,92,73,83,73,76,0,18,VCTS,0.06,29.11,29.74,6.3,24,8.8,8,2007,0,0
"2100 North Stave Street, Chicago, IL 60647, USA",2007-08-07,41.919,-87.694,1,1,0,0,0,0,0,3650,0,2,92,73,83,73,76,0,18,VCTS,0.06,29.11,29.74,6.3,24,8.8,8,2007,0,0
"2100 North Stave Street, Chicago, IL 60647, USA",2007-08-15,41.919,-87.694,3,0,1,0,0,0,0,3650,0,2,81,72,77,69,71,0,12,TS TSRA RA BR,0.83,29.23,29.87,4.9,6,7.1,8,2007,0,0
"2100 North Stave Street, Chicago, IL 60647, USA",2007-08-15,41.919,-87.694,2,1,0,0,0,0,0,3650,0,2,81,72,77,69,71,0,12,TS TSRA RA BR,0.83,29.23,29.87,4.9,6,7.1,8,2007,0,0
"2100 North Stave Street, Chicago, IL 60647, USA",2007-08-21,41.919,-87.694,38,0,1,0,0,0,0,3650,0,2,85,69,77,70,72,0,12,BR,0.01,29.26,29.89,3.5,17,6.0,8,2007,0,0
"2100 North Stave Street, Chicago, IL 60647, USA",2007-08-21,41.919,-87.694,6,1,0,0,0,0,0,3650,0,2,85,69,77,70,72,0,12,BR,0.01,29.26,29.89,3.5,17,6.0,8,2007,0,0
"2100 North Stave Street, Chicago, IL 60647, USA",2007-08-24,41.919,-87.694,2,0,1,0,0,0,0,3650,0,2,81,69,75,67,69,0,10,TS TSRA RA BR,0.2,29.16,29.81,5.5,25,7.3,8,2007,0,0
"2100 North Stave Street, Chicago, IL 60647, USA",2007-08-24,41.919,-87.694,3,1,0,0,0,0,0,3650,0,2,81,69,75,67,69,0,10,TS TSRA RA BR,0.2,29.16,29.81,5.5,25,7.3,8,2007,0,0
"2100 North Stave Street, Chicago, IL 60647, USA",2007-10-04,41.919,-87.694,1,0,1,0,0,0,0,3650,0,2,83,56,70,56,62,0,5, ,0.0,29.39,30.03,4.6,17,5.9,10,2007,0,1
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-05-29,41.999,-87.796,1,0,1,0,0,0,0,3650,0,1,88,60,74,58,65,0,9,BR HZ,0.0,29.39,30.11,5.8,18,6.5,5,2007,0,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-06-05,41.999,-87.796,2,0,1,0,0,0,0,3650,0,1,64,47,56,48,51,9,0,RA BR,0.42,29.1,29.79,5.2,5,7.6,6,2007,0,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-06-05,41.999,-87.796,9,0,0,1,0,0,0,3650,0,1,64,47,56,48,51,9,0,RA BR,0.42,29.1,29.79,5.2,5,7.6,6,2007,0,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-06-26,41.999,-87.796,1,0,1,0,0,0,0,3650,0,1,92,70,81,69,72,0,16,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,6,2007,0,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-06-26,41.999,-87.796,1,0,0,1,0,0,0,3650,0,1,92,70,81,69,72,0,16,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,6,2007,0,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-06-29,41.999,-87.796,3,0,0,1,0,0,0,3650,0,1,70,56,63,55,59,2,0, ,0.0,29.41,30.13,7.6,2,8.3,6,2007,0,1
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-07-11,41.999,-87.796,1,0,0,1,0,0,0,3650,0,1,77,62,70,51,59,0,5, ,0.0,29.23,29.93,8.8,30,10.9,7,2007,0,1
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-07-18,41.999,-87.796,1,0,1,0,0,0,0,3650,0,1,85,69,77,68,71,0,12,TSRA RA BR VCTS,1.55,29.11,29.84,9.1,24,10.1,7,2007,0,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-07-18,41.999,-87.796,1,0,0,1,0,0,0,3650,0,1,85,69,77,68,71,0,12,TSRA RA BR VCTS,1.55,29.11,29.84,9.1,24,10.1,7,2007,0,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-07-27,41.999,-87.796,1,0,0,1,0,0,0,3650,0,1,83,70,77,68,70,0,12,RA BR HZ,0.17,29.11,29.82,3.0,3,7.9,7,2007,0,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-08-01,41.999,-87.796,8,0,1,0,0,0,0,3650,0,1,92,69,81,62,69,0,16,HZ,0.0,29.29,30.0,3.5,9,4.1,8,2007,1,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-08-01,41.999,-87.796,6,0,1,0,0,0,0,3650,0,1,92,69,81,62,69,0,16,HZ,0.0,29.29,30.0,3.5,9,4.1,8,2007,1,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-08-01,41.999,-87.796,1,0,0,1,0,0,0,3650,0,1,92,69,81,62,69,0,16,HZ,0.0,29.29,30.0,3.5,9,4.1,8,2007,1,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-08-01,41.999,-87.796,14,1,0,0,0,0,0,3650,0,1,92,69,81,62,69,0,16,HZ,0.0,29.29,30.0,3.5,9,4.1,8,2007,1,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-08-01,41.999,-87.796,3,1,0,0,0,0,0,3650,0,1,92,69,81,62,69,0,16,HZ,0.0,29.29,30.0,3.5,9,4.1,8,2007,1,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-08-07,41.999,-87.796,15,0,1,0,0,0,0,3650,1,1,91,72,82,73,76,0,17,RA BR,1.31,29.06,29.76,6.2,25,9.0,8,2007,0,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-08-07,41.999,-87.796,29,1,0,0,0,0,0,3650,1,1,91,72,82,73,76,0,17,RA BR,1.31,29.06,29.76,6.2,25,9.0,8,2007,0,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-08-15,41.999,-87.796,25,0,1,0,0,0,0,3650,1,1,80,71,76,67,70,0,11,TSRA RA BR,0.23,29.17,29.89,3.4,7,5.8,8,2007,0,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-08-15,41.999,-87.796,42,0,1,0,0,0,0,3650,1,1,80,71,76,67,70,0,11,TSRA RA BR,0.23,29.17,29.89,3.4,7,5.8,8,2007,0,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-08-15,41.999,-87.796,1,0,0,1,0,0,0,3650,0,1,80,71,76,67,70,0,11,TSRA RA BR,0.23,29.17,29.89,3.4,7,5.8,8,2007,0,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-08-15,41.999,-87.796,31,1,0,0,0,0,0,3650,1,1,80,71,76,67,70,0,11,TSRA RA BR,0.23,29.17,29.89,3.4,7,5.8,8,2007,0,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-08-21,41.999,-87.796,3,0,1,0,0,0,0,3650,0,1,87,69,78,70,72,0,13,BR HZ,0.002,29.21,29.91,3.8,18,6.0,8,2007,0,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-08-21,41.999,-87.796,1,1,0,0,0,0,0,3650,1,1,87,69,78,70,72,0,13,BR HZ,0.002,29.21,29.91,3.8,18,6.0,8,2007,0,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-08-24,41.999,-87.796,8,0,1,0,0,0,0,3650,0,1,80,69,75,67,69,0,10,TSRA RA,0.24,29.11,29.82,5.8,25,7.1,8,2007,0,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-08-24,41.999,-87.796,4,1,0,0,0,0,0,3650,0,1,80,69,75,67,69,0,10,TSRA RA,0.24,29.11,29.82,5.8,25,7.1,8,2007,0,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-09-04,41.999,-87.796,3,0,1,0,0,0,0,3650,0,1,89,63,76,60,66,0,11, ,0.0,29.28,30.0,2.8,22,4.3,9,2007,0,1
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-09-18,41.999,-87.796,1,1,0,0,0,0,0,3650,0,1,88,63,76,58,65,0,11, ,0.0,29.34,30.06,12.9,19,13.1,9,2007,0,1
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-09-24,41.999,-87.796,10,0,1,0,0,0,0,3650,0,1,90,68,79,63,68,0,14, ,0.0,29.27,29.99,11.4,19,11.9,9,2007,0,1
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-09-24,41.999,-87.796,1,1,0,0,0,0,0,3650,0,1,90,68,79,63,68,0,14, ,0.0,29.27,29.99,11.4,19,11.9,9,2007,0,1
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-10-04,41.999,-87.796,1,0,1,0,0,0,0,3650,0,1,82,51,67,56,61,0,2,HZ,0.0,29.34,30.04,3.9,17,4.6,10,2007,1,0
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2007-10-04,41.999,-87.796,2,1,0,0,0,0,0,3650,0,1,82,51,67,56,61,0,2,HZ,0.0,29.34,30.04,3.9,17,4.6,10,2007,1,0
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-05-29,41.908,-87.761,1,0,0,1,0,0,0,3650,0,2,88,65,77,59,66,0,12,BR HZ,0.0,29.44,30.09,5.8,16,7.4,5,2007,0,0
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-06-05,41.908,-87.761,3,0,0,1,0,0,0,3650,0,2,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,2007,0,0
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-06-29,41.908,-87.761,1,0,0,1,0,0,0,3650,0,2,71,56,64,56,60,1,0, ,0.0,29.47,30.11,7.4,2,8.2,6,2007,0,1
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-07-18,41.908,-87.761,2,0,1,0,0,0,0,3650,0,2,85,69,77,69,71,0,12,TS TSRA RA BR HZ VCTS,0.92,29.18,29.83,10.3,24,10.6,7,2007,0,0
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-08-01,41.908,-87.761,4,0,1,0,0,0,0,3650,0,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,8,2007,0,1
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-08-01,41.908,-87.761,2,0,1,0,0,0,0,3650,0,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,8,2007,0,1
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-08-01,41.908,-87.761,1,1,0,0,0,0,0,3650,0,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,8,2007,0,1
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-08-01,41.908,-87.761,1,1,0,0,0,0,0,3650,0,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,8,2007,0,1
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-08-07,41.908,-87.761,3,0,1,0,0,0,0,3650,0,2,92,73,83,73,76,0,18,VCTS,0.06,29.11,29.74,6.3,24,8.8,8,2007,0,0
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-08-07,41.908,-87.761,4,1,0,0,0,0,0,3650,0,2,92,73,83,73,76,0,18,VCTS,0.06,29.11,29.74,6.3,24,8.8,8,2007,0,0
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-08-15,41.908,-87.761,3,0,1,0,0,0,0,3650,0,2,81,72,77,69,71,0,12,TS TSRA RA BR,0.83,29.23,29.87,4.9,6,7.1,8,2007,0,0
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-08-15,41.908,-87.761,49,0,1,0,0,0,0,3650,0,2,81,72,77,69,71,0,12,TS TSRA RA BR,0.83,29.23,29.87,4.9,6,7.1,8,2007,0,0
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-08-15,41.908,-87.761,20,1,0,0,0,0,0,3650,0,2,81,72,77,69,71,0,12,TS TSRA RA BR,0.83,29.23,29.87,4.9,6,7.1,8,2007,0,0
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-08-21,41.908,-87.761,11,0,1,0,0,0,0,3650,0,2,85,69,77,70,72,0,12,BR,0.01,29.26,29.89,3.5,17,6.0,8,2007,0,0
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-08-21,41.908,-87.761,14,1,0,0,0,0,0,3650,0,2,85,69,77,70,72,0,12,BR,0.01,29.26,29.89,3.5,17,6.0,8,2007,0,0
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-08-24,41.908,-87.761,17,0,1,0,0,0,0,3650,0,2,81,69,75,67,69,0,10,TS TSRA RA BR,0.2,29.16,29.81,5.5,25,7.3,8,2007,0,0
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-08-24,41.908,-87.761,7,1,0,0,0,0,0,3650,0,2,81,69,75,67,69,0,10,TS TSRA RA BR,0.2,29.16,29.81,5.5,25,7.3,8,2007,0,0
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-09-04,41.908,-87.761,2,0,1,0,0,0,0,3650,0,2,90,67,79,59,67,0,14, ,0.0,29.34,29.99,2.2,24,5.0,9,2007,0,1
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-09-12,41.908,-87.761,10,1,0,0,0,0,0,3650,0,2,66,46,56,43,50,9,0, ,0.0,29.46,30.11,1.9,5,6.0,9,2007,0,1
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-09-18,41.908,-87.761,4,1,0,0,0,0,0,3650,0,2,89,66,78,57,65,0,13, ,0.0,29.41,30.05,12.5,19,12.8,9,2007,0,1
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-09-24,41.908,-87.761,10,0,1,0,0,0,0,3650,0,2,91,71,81,62,69,0,16, ,0.0,29.34,29.98,10.0,19,10.5,9,2007,0,1
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-10-04,41.908,-87.761,21,0,1,0,0,0,0,3650,0,2,83,56,70,56,62,0,5, ,0.0,29.39,30.03,4.6,17,5.9,10,2007,0,1
"1500 North Long Avenue, Chicago, IL 60651, USA",2007-10-04,41.908,-87.761,1,0,0,1,0,0,0,3650,0,2,83,56,70,56,62,0,5, ,0.0,29.39,30.03,4.6,17,5.9,10,2007,0,1
"1500 North Long Avenue, Chicago, IL 60651, USA",2009-06-02,41.908,-87.761,1,0,1,0,0,0,0,3650,0,2,61,50,56,47,51,9,0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,2009,0,0
"1500 North Long Avenue, Chicago, IL 60651, USA",2009-06-05,41.908,-87.761,1,0,1,0,0,0,0,3650,0,2,80,47,64,43,54,1,0, ,0.0,29.23,29.91,6.3,25,7.2,6,2009,0,1
"1500 North Long Avenue, Chicago, IL 60651, USA",2009-06-05,41.908,-87.761,2,0,0,1,0,0,0,3650,0,2,80,47,64,43,54,1,0, ,0.0,29.23,29.91,6.3,25,7.2,6,2009,0,1
"1500 North Long Avenue, Chicago, IL 60651, USA",2009-06-12,41.908,-87.761,11,0,1,0,0,0,0,3650,0,2,72,50,61,49,55,4,0, ,0.002,29.3,29.95,5.0,6,6.7,6,2009,0,1
"1500 North Long Avenue, Chicago, IL 60651, USA",2009-06-19,41.908,-87.761,3,0,0,1,0,0,0,3650,0,2,88,66,77,68,70,0,12,TS TSRA RA BR,0.87,29.03,29.68,6.3,18,10.5,6,2009,0,0
"1500 North Long Avenue, Chicago, IL 60651, USA",2009-06-26,41.908,-87.761,5,0,1,0,0,0,0,3650,0,2,86,72,79,61,67,0,14, ,0.0,29.2,29.83,6.4,4,8.0,6,2009,0,1
"1500 North Long Avenue, Chicago, IL 60651, USA",2009-06-26,41.908,-87.761,10,0,0,1,0,0,0,3650,0,2,86,72,79,61,67,0,14, ,0.0,29.2,29.83,6.4,4,8.0,6,2009,0,1
"1500 North Long Avenue, Chicago, IL 60651, USA",2009-06-26,41.908,-87.761,2,1,0,0,0,0,0,3650,0,2,86,72,79,61,67,0,14, ,0.0,29.2,29.83,6.4,4,8.0,6,2009,0,1
"1500 North Long Avenue, Chicago, IL 60651, USA",2009-07-10,41.908,-87.761,4,0,1,0,0,0,0,3650,0,2,84,67,76,65,68,0,11,RA BR HZ,0.12,29.41,30.04,3.6,21,4.6,7,2009,0,0
"1500 North Long Avenue, Chicago, IL 60651, USA",2009-07-10,41.908,-87.761,1,0,0,1,0,0,0,3650,0,2,84,67,76,65,68,0,11,RA BR HZ,0.12,29.41,30.04,3.6,21,4.6,7,2009,0,0
"1500 North Long Avenue, Chicago, IL 60651, USA",2009-07-10,41.908,-87.761,1,1,0,0,0,0,0,3650,0,2,84,67,76,65,68,0,11,RA BR HZ,0.12,29.41,30.04,3.6,21,4.6,7,2009,0,0
