Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Tmax14_days_Min,Tmax14_days_Max,Tmax14_days_Avg,Tmax14_days_Std_dev,Tmin14_days_Min,Tmin14_days_Max,Tmin14_days_Avg,Tmin14_days_Std_dev,Tavg14_days_Min,Tavg14_days_Max,Tavg14_days_Avg,Tavg14_days_Std_dev,DewPoint14_days_Min,DewPoint14_days_Max,DewPoint14_days_Avg,DewPoint14_days_Std_dev,WetBulb14_days_Min,WetBulb14_days_Max,WetBulb14_days_Avg,WetBulb14_days_Std_dev,Heat14_days_Min,Heat14_days_Max,Heat14_days_Avg,Heat14_days_Std_dev,Cool14_days_Min,Cool14_days_Max,Cool14_days_Avg,Cool14_days_Std_dev,PrecipTotal14_days_Min,PrecipTotal14_days_Max,PrecipTotal14_days_Avg,PrecipTotal14_days_Std_dev,StnPressure14_days_Min,StnPressure14_days_Max,StnPressure14_days_Avg,StnPressure14_days_Std_dev,SeaLevel14_days_Min,SeaLevel14_days_Max,SeaLevel14_days_Avg,SeaLevel14_days_Std_dev,ResultSpeed14_days_Min,ResultSpeed14_days_Max,ResultSpeed14_days_Avg,ResultSpeed14_days_Std_dev,ResultDir14_days_Min,ResultDir14_days_Max,ResultDir14_days_Avg,ResultDir14_days_Std_dev,AvgSpeed14_days_Min,AvgSpeed14_days_Max,AvgSpeed14_days_Avg,AvgSpeed14_days_Std_dev
1,2007-05-11,70,51,61,42,51.0,4,0,0.0,29.33,30.04,11.3,3,12.9,59,84,73.4,9.327379053088816,42,61,50.7,5.385164807134504,51,70,62.3,6.324555320336759,30,59,45.2,9.327379053088816,46,63,53.5,6.433419688539594,0,14,4.1,4.898979485566356,0,5,1.4,1.7320508075688772,0,0.13,0.013600000000000001,0.04090965656174591,29.1,29.57,29.322999999999997,0.13199747472331902,29.82,30.29,30.048000000000002,0.13070747662029264,0.7,14.4,7.880000000000001,5.133722928938716,4,27,11.9,6.855654600401044,4.1,15.0,9.889999999999999,3.535046754366278
1,2007-05-12,64,46,55,36,46.0,10,0,0.0,29.49,30.2,12.4,3,12.9,59,84,73.0909090909091,8.888194417315589,42,61,50.72727272727273,5.0990195135927845,51,70,62.18181818181818,6.0,30,59,44.90909090909091,8.888194417315589,46,63,53.27272727272727,6.149648918286459,0,14,4.090909090909091,4.58257569495584,0,5,1.2727272727272727,1.7320508075688772,0,0.13,0.012363636363636365,0.03902633143730711,29.1,29.57,29.323636363636357,0.12524158472909253,29.82,30.29,30.04727272727273,0.12402345819165864,0.7,14.4,8.190909090909091,4.978243574887542,3,27,11.090909090909092,7.0,4.1,15.0,10.163636363636364,3.474269053275157
1,2007-05-13,69,43,56,33,46.0,9,0,0.0,29.49,30.24,6.6,14,8.1,59,84,72.33333333333333,8.888194417315589,42,61,50.333333333333336,5.0990195135927845,51,70,61.583333333333336,6.082762530298219,30,59,44.166666666666664,8.888194417315589,46,63,52.666666666666664,6.227991553292184,0,14,4.583333333333333,4.69041575982343,0,5,1.1666666666666667,1.7320508075688772,0,0.13,0.011333333333333334,0.037380922050336496,29.1,29.57,29.337499999999995,0.12870862088807022,29.82,30.29,30.060000000000002,0.12620329919329612,0.7,14.4,8.541666666666668,4.899621197479237,3,27,10.416666666666666,7.0710678118654755,4.1,15.0,10.391666666666667,3.405465749306102
1,2007-05-14,90,56,73,47,59.0,0,8,0.0,29.23,29.97,16.9,21,17.3,59,84,72.07692307692308,8.54400374531753,42,61,49.76923076923077,5.291502622129181,51,70,61.15384615384615,6.082762530298219,30,59,43.30769230769231,9.055385138137417,46,63,52.15384615384615,6.242944735808493,0,14,4.923076923076923,4.69041575982343,0,5,1.0769230769230769,1.7320508075688772,0,0.13,0.010461538461538463,0.03592727697403786,29.1,29.57,29.349230769230765,0.1302856821540988,29.82,30.29,30.073846153846155,0.1307375527241792,0.7,14.4,8.392307692307693,4.721839602397484,3,27,10.692307692307692,6.855654600401044,4.1,15.0,10.215384615384616,3.3218584542005387
1,2007-05-15,80,57,69,56,61.0,0,4,0.38,29.13,29.84,8.1,27,12.3,59,90,73.35714285714286,9.486832980505138,42,61,50.214285714285715,5.291502622129181,51,73,62.0,6.6332495807108,30,59,43.57142857142857,8.717797887081348,46,63,52.642857142857146,6.2708991240631375,0,14,4.571428571428571,4.69041575982343,0,8,1.5714285714285714,2.449489742783178,0,0.13,0.009714285714285715,0.03463086345006002,29.1,29.57,29.340714285714284,0.12916681436834232,29.82,30.29,30.066428571428577,0.1286382610182603,0.7,16.9,9.0,5.074521576539923,3,27,11.428571428571429,7.14142842854285,4.1,17.3,10.721428571428573,3.710935725129709
1,2007-05-16,66,44,55,43,48.0,10,0,0.14,29.33,30.03,7.8,36,12.2,59,90,73.14285714285714,9.273618495495704,42,61,50.714285714285715,5.656854249492381,51,73,62.142857142857146,6.782329983125268,30,59,43.92857142857143,9.16515138991168,46,63,53.0,6.610015710443334,0,14,4.571428571428571,4.69041575982343,0,8,1.7142857142857142,2.449489742783178,0,0.38,0.03685714285714286,0.10462155767178354,29.13,29.57,29.342857142857145,0.1250494407718907,29.84,30.29,30.067857142857143,0.12577015491813534,0.7,16.9,9.457142857142857,4.635600415134075,3,27,11.428571428571429,7.14142842854285,4.1,17.3,10.942857142857145,3.705653536404629
1,2007-05-17,62,43,53,32,43.0,12,0,0.0,29.55,30.27,10.5,3,11.3,64,90,73.64285714285714,8.660254037844387,43,61,50.857142857142854,5.385164807134504,55,73,62.42857142857143,6.324555320336759,30,59,44.0,9.16515138991168,46,63,53.07142857142857,6.545277636636917,0,10,4.285714285714286,4.123105625617661,0,8,1.7142857142857142,2.449489742783178,0,0.38,0.04685714285714286,0.10747941279995986,29.13,29.57,29.339285714285715,0.12462030243993048,29.84,30.29,30.06357142857143,0.12597967741218824,0.7,16.9,9.085714285714284,4.537172474783614,3,36,13.714285714285714,9.38083151964686,4.1,17.3,10.857142857142858,3.658018439141457
1,2007-05-18,71,42,57,30,46.0,8,0,0.0,29.53,30.25,5.4,25,7.5,62,90,73.35714285714286,9.0,43,61,50.642857142857146,5.656854249492381,53,73,62.214285714285715,6.6332495807108,30,59,43.42857142857143,9.643650760992955,43,63,52.714285714285715,6.966166271879572,0,12,4.5,4.47213595499958,0,8,1.7142857142857142,2.449489742783178,0,0.38,0.04685714285714286,0.10747941279995986,29.13,29.57,29.350714285714286,0.13640800144105497,29.84,30.29,30.07428571428571,0.13704094198530467,0.7,16.9,8.999999999999998,4.495125565115378,3,36,13.428571428571429,9.643650760992955,4.1,17.3,10.814285714285715,3.6483625711474255
1,2007-05-19,80,56,68,39,53.0,0,3,0.0,29.34,30.08,11.1,24,11.4,62,90,73.71428571428571,8.774964387392123,42,61,50.142857142857146,6.082762530298219,53,73,62.142857142857146,6.6332495807108,30,59,42.642857142857146,10.295630140987,43,63,52.42857142857143,7.165239656889318,0,12,4.571428571428571,4.58257569495584,0,8,1.7142857142857142,2.449489742783178,0,0.38,0.046714285714285715,0.1075449305542204,29.13,29.57,29.36642857142857,0.14382720096095794,29.84,30.29,30.08857142857143,0.14453411324012663,0.7,16.9,8.642857142857144,4.573286023741032,3,36,14.642857142857142,9.9498743710662,4.1,17.3,10.578571428571427,3.7544186421680976
1,2007-05-20,69,43,56,40,44.0,9,0,0.07,29.38,30.11,10.4,4,10.7,62,90,74.71428571428571,8.602325267042627,42,61,50.357142857142854,6.244997998398398,53,73,62.714285714285715,6.782329983125268,30,59,42.714285714285715,10.246950765959598,43,63,52.714285714285715,7.0974380147787395,0,12,4.214285714285714,4.69041575982343,0,8,1.9285714285714286,2.449489742783178,0,0.38,0.046571428571428576,0.10761020418136955,29.13,29.57,29.362142857142857,0.1436437136929999,29.84,30.29,30.087142857142855,0.14451130226911785,0.7,16.9,8.6,4.545158032286835,3,36,15.857142857142858,10.0,4.1,17.3,10.535714285714286,3.7403428766845477
1,2007-05-21,80,44,62,50,56.0,3,0,0.0,29.33,30.06,6.3,11,8.2,62,90,74.78571428571429,8.54400374531753,42,61,49.92857142857143,6.557438524302,53,73,62.5,7.0,30,59,43.42857142857143,9.643650760992955,43,63,52.57142857142857,7.261217165549776,0,12,4.428571428571429,4.795831523312719,0,8,1.9285714285714286,2.449489742783178,0,0.38,0.05157142857142857,0.10690377721305072,29.13,29.55,29.348571428571425,0.1309055527327384,29.84,30.27,30.074285714285715,0.13259042114805902,0.7,16.9,8.314285714285715,4.269904906679762,3,36,15.357142857142858,10.44030650891055,4.1,17.3,10.228571428571428,3.515335320788391
1,2007-05-22,87,55,71,46,58.0,0,6,0.0,29.34,30.06,10.0,18,10.2,62,90,74.57142857142857,8.366600265340756,42,61,49.714285714285715,6.708203932499369,53,73,62.285714285714285,6.928203230275509,30,59,44.07142857142857,9.746794344808963,43,63,52.714285714285715,7.310988267707003,0,12,4.642857142857143,4.69041575982343,0,8,1.9285714285714286,2.449489742783178,0,0.38,0.05142857142857143,0.10697642751539259,29.13,29.55,29.344999999999995,0.13066398479717717,29.84,30.27,30.07,0.1319673619323524,0.7,16.9,8.15,4.30219085511628,3,36,14.857142857142858,10.44030650891055,4.1,17.3,10.064285714285713,3.555192766137387
1,2007-05-23,89,60,75,49,61.0,0,10,0.0,29.39,30.1,11.4,19,11.8,62,90,74.92857142857143,8.774964387392123,42,61,49.785714285714285,6.782329983125268,53,73,62.5,7.14142842854285,30,59,43.214285714285715,8.94427190999916,43,63,52.42857142857143,6.991360445515657,0,12,4.642857142857143,4.69041575982343,0,8,2.142857142857143,2.6457513110645907,0,0.38,0.05142857142857143,0.10697642751539259,29.13,29.55,29.348571428571425,0.12972498382567427,29.84,30.27,30.072142857142858,0.13151066475786224,0.7,16.9,8.671428571428573,4.024239741181617,3,36,15.357142857142858,10.44030650891055,4.1,17.3,10.378571428571428,3.3370135361816176
1,2007-05-24,88,63,76,54,63.0,0,11,0.02,29.41,30.11,14.9,21,17.3,62,90,75.78571428571429,9.591663046625438,42,60,49.714285714285715,6.6332495807108,53,75,62.92857142857143,7.745966692414834,30,56,42.5,7.937253933193772,43,61,52.285714285714285,6.775845918561601,0,12,4.642857142857143,4.69041575982343,0,10,2.5714285714285716,3.4641016151377544,0,0.38,0.04214285714285715,0.10526001296632226,29.13,29.55,29.361428571428565,0.12371537699693827,29.84,30.27,30.083571428571428,0.12597967741218838,0.7,16.9,9.207142857142857,3.8349534719300222,3,36,16.071428571428573,10.295630140987,4.1,17.3,10.778571428571428,3.126605082299225
1,2007-05-25,70,56,63,44,53.0,2,0,0.002,29.51,30.24,4.9,5,8.8,62,90,76.07142857142857,9.899494936611665,42,63,50.214285714285715,7.3484692283495345,53,76,63.357142857142854,8.306623862918075,30,56,42.642857142857146,8.12403840463596,43,63,52.5,7.079222034615429,0,12,4.642857142857143,4.69041575982343,0,11,3.0,4.0,0,0.38,0.04357142857142858,0.10477867831086356,29.13,29.55,29.37642857142857,0.11506567642051191,29.84,30.27,30.097142857142863,0.1169107859358231,5.4,16.9,10.221428571428572,3.244208703195605,3,36,16.357142857142858,10.392304845413264,7.5,17.3,11.721428571428573,2.942573068546687
1,2007-05-26,65,49,57,55,56.0,8,0,1.01,29.36,30.11,2.8,17,7.2,62,90,76.07142857142857,9.899494936611665,42,63,50.57142857142857,7.54983443527075,53,76,63.5,8.306623862918075,30,56,42.785714285714285,8.12403840463596,43,63,52.642857142857146,7.06679279727094,0,12,4.5,4.795831523312719,0,11,3.0,4.0,0,0.38,0.04371428571428572,0.10471604723943008,29.13,29.55,29.389285714285712,0.11945158566834266,29.84,30.27,30.111428571428576,0.12151968139784158,4.9,16.9,9.764285714285716,3.5197480554190768,3,36,16.5,10.198039027185569,7.5,17.3,11.42857142857143,3.019278714534973
1,2007-05-27,75,57,66,47,56.0,0,1,0.04,29.34,30.06,8.9,26,9.5,62,90,76.14285714285714,9.797958971132712,42,63,50.785714285714285,7.416198487095663,53,76,63.642857142857146,8.12403840463596,30,56,44.142857142857146,8.48528137423857,43,63,53.357142857142854,6.845629069898351,0,12,4.357142857142857,4.58257569495584,0,11,3.0,4.0,0,1.01,0.11585714285714287,0.27755577600044423,29.13,29.55,29.38,0.11602387022306475,29.84,30.27,30.105000000000008,0.11882436942492365,2.8,16.9,9.07857142857143,3.883134850058167,3,36,17.5,9.433981132056603,7.2,17.3,11.021428571428572,3.1853459107965922
1,2007-05-28,79,50,65,47,56.0,0,0,0.002,29.43,30.15,4.8,10,5.3,62,90,76.57142857142857,9.591663046625438,42,63,51.785714285714285,7.280109889280518,53,76,64.35714285714286,7.874007874011811,30,56,45.142857142857146,7.874007874011811,43,63,54.07142857142857,6.533514612122115,0,12,3.7142857142857144,4.47213595499958,0,11,3.0714285714285716,4.0,0,1.01,0.11871428571428573,0.27647518418933636,29.13,29.55,29.369285714285713,0.11193846425701896,29.84,30.27,30.092142857142864,0.11267233442622432,2.8,16.9,9.242857142857144,3.8183190594239815,3,36,18.357142857142858,9.643650760992955,7.2,17.3,11.121428571428572,3.107603224705143
1,2007-05-29,88,60,74,58,65.0,0,9,0.0,29.39,30.11,5.8,18,6.5,62,89,75.78571428571429,8.831760866327848,42,63,51.357142857142854,7.14142842854285,53,76,63.785714285714285,7.483314773547883,30,56,45.142857142857146,7.874007874011811,43,63,53.857142857142854,6.40741328891348,0,12,3.7142857142857144,4.47213595499958,0,11,2.5,3.872983346207417,0,1.01,0.11885714285714287,0.2764096339028105,29.13,29.55,29.38357142857143,0.1053643599688647,29.84,30.27,30.105,0.10782821095113768,2.8,14.9,8.37857142857143,3.283801402087472,3,36,17.571428571428573,9.848857801796104,5.3,17.3,10.264285714285714,2.92169791068801
1,2007-05-30,87,66,77,58,65.0,0,12,0.0,29.31,30.04,10.3,19,10.6,62,89,76.35714285714286,9.38083151964686,42,63,51.57142857142857,7.416198487095663,53,76,64.14285714285714,7.810249675906654,30,58,45.285714285714285,8.12403840463596,43,65,54.142857142857146,6.825936316243112,0,12,3.7142857142857144,4.47213595499958,0,11,2.857142857142857,4.123105625617661,0,1.01,0.09171428571428572,0.26730087587166307,29.33,29.55,29.402142857142856,0.07607471746488939,30.03,30.27,30.124285714285715,0.0763306860074873,2.8,14.9,8.214285714285715,3.3555595986035205,3,36,16.928571428571427,9.486832980505138,5.3,17.3,9.85,3.0203794972970384
1,2007-05-31,78,65,72,61,65.0,0,7,0.01,29.28,30.0,9.3,19,9.9,62,89,77.85714285714286,9.273618495495704,42,66,53.142857142857146,7.937253933193772,53,77,65.71428571428571,8.06225774829855,30,58,46.357142857142854,8.717797887081348,43,65,55.357142857142854,7.153343950232624,0,12,3.0,4.242640687119285,0,12,3.7142857142857144,4.69041575982343,0,1.01,0.08171428571428573,0.2679734282382457,29.31,29.55,29.400714285714287,0.07770400303660165,30.04,30.27,30.125,0.07542189031349955,2.8,14.9,8.392857142857142,3.3980682941736373,3,26,15.714285714285714,7.745966692414834,5.3,17.3,9.735714285714286,2.9541645032204813
1,2007-06-01,85,62,74,63,66.0,0,9,0.19,29.19,29.91,4.2,17,6.4,65,89,79.0,8.06225774829855,42,66,54.714285714285715,8.0,56,77,67.07142857142857,7.3484692283495345,30,61,48.42857142857143,8.48528137423857,44,65,56.92857142857143,6.627034209779094,0,9,2.142857142857143,3.4641016151377544,0,12,4.214285714285714,4.69041575982343,0,1.01,0.08242857142857143,0.26775209954954005,29.28,29.53,29.381428571428565,0.07102081416004828,30.0,30.25,30.10571428571429,0.06980349183620738,2.8,14.9,8.307142857142857,3.3556987775594944,4,26,16.857142857142858,6.855654600401044,5.3,17.3,9.635714285714284,2.9206445924084696
1,2007-06-02,81,65,73,63,67.0,0,8,0.04,29.03,29.77,6.5,22,7.4,65,89,80.0,7.874007874011811,43,66,56.142857142857146,7.280109889280518,56,77,68.28571428571429,6.928203230275509,39,63,50.785714285714285,7.54983443527075,44,66,58.357142857142854,6.233990484644435,0,9,1.5714285714285714,3.0,0,12,4.857142857142857,4.69041575982343,0,1.01,0.096,0.2680677296735056,29.19,29.51,29.357142857142854,0.07436175313741827,29.91,30.24,30.081428571428575,0.07471557790994819,2.8,14.9,8.221428571428572,3.449677481341513,4,26,16.285714285714285,6.48074069840786,5.3,17.3,9.557142857142855,2.9963347573363657
1,2007-06-03,78,62,70,60,63.0,0,5,0.01,28.82,29.56,5.2,25,6.7,65,89,80.07142857142857,7.874007874011811,43,66,56.785714285714285,7.681145747868608,56,77,68.64285714285714,7.0,40,63,52.5,7.3484692283495345,44,67,59.357142857142854,6.428388275779227,0,9,1.5714285714285714,3.0,0,12,5.214285714285714,4.69041575982343,0,1.01,0.09885714285714287,0.2671775143529563,29.03,29.51,29.334999999999997,0.11494145667050865,29.77,30.24,30.059285714285718,0.11186972407597648,2.8,14.9,7.8928571428571415,3.372619225403372,4,26,16.142857142857142,6.324555320336759,5.3,17.3,9.271428571428572,2.9978013921561226
1,2007-06-04,71,58,65,58,60.0,0,0,0.39,28.82,29.52,7.8,31,9.7,65,89,80.71428571428571,7.211102550927978,44,66,58.142857142857146,6.6332495807108,57,77,69.64285714285714,6.0,44,63,53.92857142857143,6.6332495807108,53,67,60.714285714285715,4.713786187321209,0,8,0.9285714285714286,2.0,0,12,5.571428571428571,4.47213595499958,0,1.01,0.09457142857142857,0.2681554412264287,28.82,29.51,29.295000000000005,0.1781421213094066,29.56,30.24,30.020000000000003,0.1727158627074225,2.8,14.9,7.521428571428571,3.3615881254661057,5,26,17.642857142857142,5.656854249492381,5.3,17.3,8.985714285714286,3.041471592921665
1,2007-06-05,64,47,56,48,51.0,9,0,0.42,29.1,29.79,5.2,5,7.6,65,89,80.07142857142857,7.681145747868608,49,66,59.142857142857146,5.291502622129181,57,77,69.85714285714286,5.744562646538029,44,63,54.5,6.6332495807108,53,67,61.0,4.523443208612048,0,8,0.7142857142857143,2.0,0,12,5.571428571428571,4.47213595499958,0,1.01,0.12242857142857143,0.2776640788062811,28.82,29.51,29.25857142857143,0.2180986771326982,29.52,30.24,29.981428571428573,0.2175689861544235,2.8,14.9,7.628571428571427,3.3435192356439165,5,31,19.071428571428573,6.324555320336759,5.3,17.3,9.092857142857143,3.038082463486641
1,2007-06-06,71,44,58,48,55.0,7,0,0.01,29.07,29.81,10.8,17,11.4,64,89,78.42857142857143,8.48528137423857,47,66,58.57142857142857,6.082762530298219,56,77,68.78571428571429,6.855654600401044,44,63,54.642857142857146,6.48074069840786,51,67,60.5,5.2146244056794435,0,9,1.3571428571428572,3.0,0,12,5.142857142857143,4.69041575982343,0,1.01,0.1524285714285714,0.28598351600847804,28.82,29.51,29.24142857142857,0.2206234921188703,29.52,30.24,29.962142857142855,0.22199024827606803,2.8,14.9,7.285714285714286,3.3277058724632465,5,31,18.142857142857142,7.3484692283495345,5.3,17.3,8.907142857142858,3.0446584463524076
1,2007-06-07,91,71,81,62,69.0,0,16,0.0,28.84,29.55,22.7,20,23.1,64,88,77.14285714285714,8.12403840463596,44,66,57.42857142857143,7.211102550927978,56,77,67.57142857142857,7.14142842854285,44,63,54.57142857142857,6.557438524302,51,67,60.07142857142857,5.41315045072625,0,9,1.8571428571428572,3.3166247903554,0,12,4.428571428571429,4.69041575982343,0,1.01,0.1531428571428571,0.2855857293199518,28.82,29.51,29.21857142857143,0.2206234921188703,29.52,30.24,29.941428571428567,0.22166701093366079,2.8,14.9,7.242857142857142,3.274073981992533,5,31,18.0,7.3484692283495345,5.3,17.3,8.87857142857143,3.017176104961666
1,2007-06-08,81,57,69,53,61.0,0,4,0.0,29.18,29.85,10.9,28,13.8,64,91,77.35714285714286,8.48528137423857,44,71,58.0,8.0,56,81,67.92857142857143,7.681145747868608,44,63,55.142857142857146,6.855654600401044,51,69,60.5,5.880214543443383,0,9,1.8571428571428572,3.3166247903554,0,16,4.785714285714286,5.385164807134504,0,1.01,0.1517142857142857,0.28635196969717275,28.82,29.51,29.177857142857142,0.23472335832859698,29.52,30.24,29.90142857142857,0.23877434287039026,2.8,22.7,7.8,4.924819403170654,5,31,17.928571428571427,7.3484692283495345,5.3,23.1,9.292857142857144,4.361274387803901
1,2007-06-09,79,52,66,47,57.0,0,1,0.0,29.36,30.07,0.3,33,5.0,64,91,78.14285714285714,8.246211251235321,44,71,58.07142857142857,7.937253933193772,56,81,68.35714285714286,7.54983443527075,47,63,55.785714285714285,6.082762530298219,51,69,61.07142857142857,5.469696739087316,0,9,1.7142857142857142,3.3166247903554,0,16,5.071428571428571,5.196152422706632,0,1.01,0.15157142857142855,0.2864328930095184,28.82,29.43,29.154285714285713,0.21450172262942072,29.52,30.15,29.87357142857143,0.21808985949187717,2.8,22.7,8.22857142857143,4.914097236354979,5,31,19.571428571428573,6.782329983125268,5.3,23.1,9.650000000000002,4.519657917620282
